question,answer,predicted,correct,latency_ms,response
"A 70-year-old woman, gravida 5, para 5, comes to the physician for the evaluation of sensation of vaginal fullness for the last six months. During this period, she has had lower back and pelvic pain that is worse with prolonged standing or walking. The patient underwent a hysterectomy at the age of 35 years because of severe dysmenorrhea. She has type 2 diabetes mellitus and hypercholesterolemia. Medications include metformin and atorvastatin. Vital signs are within normal limits. Pelvic examination elicits a feeling of pressure on the perineum. Pelvic floor muscle and anal sphincter tone are decreased. Pelvic examination shows protrusion of posterior vaginal wall with Valsalva maneuver and vaginal discharge. Which of the following is the most likely diagnosis?",D,B,False,3497.2,B) Atrophic vaginitis
"A 35-year-old female presents to the emergency room complaining of diarrhea and dehydration. She has been experiencing severe watery diarrhea for the past 3 days. She reports that she has been unable to leave the bathroom for more than a few minutes at a time. She noticed earlier today that there was some blood on her toilet paper after wiping. She recently returned from a volunteer trip to Yemen where she worked at an orphanage. Her past medical history is notable for psoriasis for which she takes sulfasalazine. The patient drinks socially and does not smoke. Her temperature is 99°F (37.2°C), blood pressure is 100/55 mmHg, pulse is 130/min, and respirations are 20/min. Mucus membranes are dry. Her eyes appear sunken. Capillary refill is 4 seconds. The patient is started on intravenous fluid resuscitation. Which of the following processes is capable of transmitting the genetic material for the toxin responsible for this patient’s condition?",C,C,True,3321.5,C) Transduction
"A previously healthy 4-year-old girl is brought to the physician for evaluation of a 3-week history of recurrent vomiting and difficulty walking. Examination shows a broad-based gait and bilateral optic disc swelling. An MRI shows an intracranial tumor. A ventriculoperitoneal shunt is placed, and surgical excision of the tumor is performed. A photomicrograph of a section of the tumor is shown. Which of the following is the most likely diagnosis?",B,B,True,2816.6,B) Medulloblastoma
"A 62-year-old man presents for evaluation of an adrenal nodule, which was accidentally discovered while performing a computerized tomography (CT) scan of the abdomen for recurrent abdominal pain. The CT was negative except for a 3 cm low-density, well-circumscribed nodule in the left adrenal gland. He reports weight gain of 12 kg (26.4 lb) over the past 3 years. He has type 2 diabetes mellitus and hypertension, which have been difficult to control with medications. Which of the following is the best initial test for this patient?",C,A,False,2827.7,A) ACTH stimulation test
"A 50-year-old male presents to the emergency with abdominal pain. He reports he has had abdominal pain associated with meals for several months and has been taking over the counter antacids as needed, but experienced significant worsening pain one hour ago in the epigastric region. The patient reports the pain radiating to his shoulders. Vital signs are T 38, HR 120, BP 100/60, RR 18, SpO2 98%. Physical exam reveals diffuse abdominal rigidity with rebound tenderness. Auscultation reveals hypoactive bowel sounds. Which of the following is the next best step in management?",B,C,False,2862.0,C) Abdominal CT scan
"A 35-year-old man is brought to the emergency room after suffering a catastrophic fall while skiing during a training session. He was found unconscious by the aeromedical emergency services team, who established an airway and cervical spine control measures. Upon arrival at the emergency department, ventilatory support is started followed by an evaluation of the patient by the neurosurgical team. His blood pressure is 210/125 mm Hg, the heart rate is 55/min, and the respiratory rate is 15/min with a Cheyne-Stokes breathing pattern. Neurological examination shows a Glasgow Coma Score of 4/15, with dilated, fixed pupils and a decerebrate posture. An MRI of the brain shows diffuse axonal injury to the brain with severe cerebral edema, multiple frontal and occipital lobe contusions and multiple flame-shaped hemorrhages in the brainstem. Despite the medical team efforts, the patient dies 24 hours later. What would be the most likely type of herniation found at this patient’s autopsy?",C,B,False,4093.2,B) Subfalcine herniation
"A 25-year-old woman with a psychiatric history of bipolar disorder is brought into the emergency department by emergency medical services. The patient is unconscious, but the mother states that she walked into the patient's room with the patient lying on the floor and an empty bottle of unknown pills next to her. The patient has previously tried to commit suicide 2 years ago. Upon presentation, the patient's vitals are HR 110, BP 105/60, T 99.5, RR 22. The patient soon has 5 episodes non-bilious non-bloody vomiting. Upon physical exam, she has pain in the right upper quadrant and her liver function tests are AST 1050 U/L, ALT 2050 U/L, ALP 55 U/L, Total Bilirubin 0.8 mg/dL, Direct Bilirubin 0.2 mg/dL. You are awaiting her toxicology screen. What is the most likely diagnosis?",B,C,False,4508.6,C) Tricyclic antidepressant ingestion
A 67-year-old male presents to his primary care physician complaining of left hip pain for the past six months. He denies any trauma or recent falls. He is accompanied by his wife who reports that he has experienced progressive hearing loss over the same time period. The patient has also noticed that he is no longer able to fit into his favorite hat even though it previously fit well. A radiograph of the patient’s pelvis is shown. Which of the following laboratory abnormalities is most likely to be found in this patient?,C,C,True,3861.8,C) Elevated serum alkaline phosphatase
"A 36-year-old woman comes to the physician because of a 3-month history of intermittent cough productive of thick, yellow phlegm and increasing shortness of breath. She especially becomes short of breath while playing with her children. She has worked as a farmer for 18 years. She has asthma treated with a salbutamol inhaler. She has smoked half a pack of cigarettes daily for 12 years. Her pulse is 65/min, respirations are 14/min, and blood pressure is 110/75 mm Hg. Scattered wheezing and decreased breath sounds are heard throughout both lung fields. Cardiac examination shows no abnormalities. The abdomen is soft and nondistended; liver span in midclavicular line is 14 cm.Spirometry shows a FEV1:FVC ratio of 66% and a FEV1 of 50% of predicted. An x-ray of the chest is shown. Which of the following is the most likely underlying cause of this patient's condition?",A,C,False,4237.6,C) Hypersensitivity pneumonitis
"A 32-year-old man visits his primary care physician for a routine health maintenance examination. During the examination, he expresses concerns about not wanting to become a father. He has been sexually active and monogamous with his wife for the past 5 years, and they inconsistently use condoms for contraception. He tells the physician that he would like to undergo vasectomy. His wife is also a patient under the care of the physician and during her last appointment, she expressed concerns over being prescribed any drugs that could affect her fertility because she would like to conceive soon. Which of the following is the most appropriate action by the physician regarding this patient's wish to undergo vasectomy?",B,B,True,4572.8,"B) Explain the procedure's benefits, alternatives, and potential complications"
"A 74-year-old man presents to the emergency department with sudden-onset abdominal pain that is most painful around the umbilicus. The pain began 16 hours ago and has no association with meals. He has not been vomiting, but he has had several episodes of bloody loose bowel movements. He was hospitalized 1 week ago for an acute myocardial infarction. He has had diabetes mellitus for 35 years and hypertension for 20 years. He has smoked 15–20 cigarettes per day for the past 40 years. His temperature is 36.9°C (98.42°F), blood pressure is 95/65 mm Hg, and pulse is 95/min. On physical examination, the patient is in severe pain, there is mild periumbilical tenderness, and a bruit is heard over the epigastric area. Which of the following is the definitive test to assess the patient condition?",A,B,False,3329.9,B) CT scanning
An x-ray of the chest is conducted and shown below. Which of the following is the most appropriate next step in management?,B,C,False,4764.5,C) Administer isoniazid + rifampin + pyrazinamide + ethambutol
"A 56-year-old woman presents to the ER with 12 hours of right colic pain that travels from her groin down her inner thigh. The patient complains of dysuria, hematuria, and reports of “passing gravel” when urinating. She was diagnosed with gout and hypertension 5 years ago. Physical examination is unremarkable. The emergency department team orders urinalysis and a CT scan that shows a mild dilation of the right ureter associated with multiple small stones of low Hounsfield unit values (HU). Which of the following findings is most likely to appear in the urinalysis of this patient?",D,A,False,2597.8,A) Low specific gravity
"A 24-hour-old newborn presents to the emergency department after a home birth because of fever, irritability alternating with lethargy, and poor feeding. The patient’s mother says symptoms acutely onset 12 hours ago and have not improved. No significant past medical history. His mother did not receive any prenatal care, and she had rupture of membranes 20 hours prior to delivery. His vital signs include: heart rate 150/min, respiratory rate 65/min, temperature 39.0°C (102.2°F), and blood pressure 60/40 mm Hg. On physical examination, the patient has delayed capillary refill. Laboratory studies show a pleocytosis and a low glucose level in the patient’s cerebrospinal fluid. Which of the following is the most likely causative organism for this patient’s condition?",C,C,True,3524.7,C) Group B Streptococcus
"A 53-year-old woman presents to her primary care physician with joint pain. She reports a 6-month history of progressive pain in her hands that is worse around her knuckles. The pain is symmetric bilaterally and seems to improve after she starts working in the morning at her job in a local grocery store. She has also lost 10 pounds over the past 6 months despite no changes in her weight or exercise regimen. Her past medical history is notable for seasonal allergies, hypertension, and intermittent constipation. She takes losartan and a laxative as needed. She had adolescent idiopathic scoliosis as a child and underwent a spinal fusion at the age of 14. She does not smoke or drink alcohol. Her temperature is 98.6°F (37°C), blood pressure is 135/75 mmHg, pulse is 92/min, and respirations are 16/min. On examination, she appears well and is appropriately interactive. Strength is 5/5 and sensation to light touch is intact in the bilateral upper and lower extremities. An examination of her hands demonstrates symmetric swelling of the metacarpophalangeal joints bilaterally. This patient’s condition is most strongly characterized by which of the following?",D,C,False,4103.3,C) HLA-DR3
"A 21-year-old man comes to the physician because of a 3-day history of yellowing of his eyes. He has also noticed a decrease in his exercise capacity and gets quickly exhausted after minor physical activity. Examination shows scleral icterus and pale mucous membranes. He has splenomegaly. His hemoglobin concentration is 7.9 mg/dL, leukocyte is count 8500/mm3, and platelet count is 187,000/mm3. Direct antiglobulin and heterophile antibody tests are positive. Which of the following additional laboratory findings are most likely present in this patient?",B,D,False,4012.2,D) Increased direct to total bilirubin ratio
"A 55-year-old man presents to the emergency department with fatigue and a change in his memory. The patient and his wife state that over the past several weeks the patient has been more confused and irritable and has had trouble focusing. He has had generalized and non-specific pain in his muscles and joints and is constipated. His temperature is 99.3°F (37.4°C), blood pressure is 172/99 mmHg, pulse is 79/min, respirations are 14/min, and oxygen saturation is 99% on room air. Physical exam is unremarkable. Laboratory studies are ordered as seen below.

Hemoglobin: 9.0 g/dL
Hematocrit: 30%
Leukocyte count: 6,500/mm^3 with normal differential
Platelet count: 166,000/mm^3
MCV: 78 fL

Serum:
Na+: 141 mEq/L
Cl-: 103 mEq/L
K+: 4.6 mEq/L
HCO3-: 25 mEq/L
BUN: 20 mg/dL
Glucose: 99 mg/dL
Creatinine: 0.9 mg/dL
Ca2+: 10.2 mg/dL

Which of the following is the most likely diagnosis?",B,C,False,3945.9,C) Iron deficiency
"A 35-year-old woman presents to the ER with shortness of breath, cough, and severe lower limb enlargement. The dyspnea was of sudden onset, started a week ago, and increased with exercise but did not disappear with rest. Her cough was dry, persistent, and non-productive. She has a family history of maternal hypertension. Her vital signs include heart rate 106/min, respiratory rate 28/min, and blood pressure 140/90 mm Hg. On physical examination, thoracic expansion was diminished on the right side with rhonchi and crackles on the lower two-thirds of both sides, with left predominance. A systolic murmur was heard on the tricuspid foci, which increased in intensity with inspiration. There was jugular engorgement when the bed was placed at 50°. Palpation of the abdomen was painful on the right hypochondrium, with hepatomegaly 4 cm below the lower coastal edge. Hepatojugular reflux was present. Soft, painless, pitting edema was present in both lower limbs up until the middle third of both legs. Lung computed tomography (CT) and transthoracic echocardiogram were performed and detected right heart failure and severe pulmonary fibrosis. What is the most likely diagnosis?",D,D,True,3983.4,D) Cor pulmonale
"Fourteen days after a laparoscopic cholecystectomy for cholelithiasis, a 45-year-old woman comes to the emergency department because of persistent episodic epigastric pain for 3 days. The pain radiates to her back, occurs randomly throughout the day, and is associated with nausea and vomiting. Each episode lasts 30 minutes to one hour. Antacids do not improve her symptoms. She has hypertension and fibromyalgia. She has smoked 1–2 packs of cigarettes daily for the past 10 years and drinks 4 cans of beer every week. She takes lisinopril and pregabalin. She appears uncomfortable. Her temperature is 37°C (98.6° F), pulse is 84/min, respirations are 14/min, and blood pressure is 127/85 mm Hg. Abdominal examination shows tenderness to palpation in the upper quadrants without rebound or guarding. Bowel sounds are normal. The incisions are clean, dry, and intact. Serum studies show:
AST 80 U/L
ALT 95 U/L
Alkaline phosphatase 213 U/L
Bilirubin, total 1.3 mg/dL
Direct 0.7 mg/dL
Amylase 52 U/L
Abdominal ultrasonography shows dilation of the common bile duct and no gallstones. Which of the following is the most appropriate next step in management?""",B,B,True,5704.9,B) Endoscopic retrograde cholangiopancreatography
"A 35-year-old man presents to the physician with concerns that a “bad flu” he has had for the past 10 days is getting worse and causing sleeplessness. On presentation today, his sore throat has improved; however, fever and chest and body aches persist despite the use of ibuprofen. He reports sharp, intermittent chest pain that worsens with exertion. He has not traveled outside the United States recently and does not have a history of substance abuse or alcohol use. Physical examination shows the temperature is 38.3°C (100.9°F), the heart rate is 110/min, the blood pressure is 120/60 mm Hg, and the oxygen saturation is 98% on room air. There is bilateral pedal edema at the level of the ankle. Auscultation reveals normal S1 and S2 and a third early diastolic heart sound. Jugular vein distention is observed. An ECG shows sinus tachycardia and diffuse ST-segment elevation throughout the precordial leads with 1.0-mm PR-segment depression in leads I and II.
Laboratory results
WBC 14,000/mm3
Lymphocyte count 70%
Hematocrit 45%
CRP 56 mg/dL
Troponin T 1.15 ng/mL
Troponin I 0.2 ng/mL
Ck-MB 22 ng/mL
Coxsackie type b viral antibody  positive
A chest x-ray shows clear lung fields bilaterally and a mildly enlarged cardiac silhouette. Transthoracic ultrasound reveals a left ventricular ejection fraction of 30%. Which of the following is the cause of difficulty sleeping for this patient?",D,D,True,6479.6,D) Decreased cardiac contractility due to cardiac myocyte injury
A 29-year-old woman presents for a follow-up visit after an emergency appendectomy. The laparoscopic procedure went well with no complications. Physical examination reveals the surgical site is slightly tender but is healing appropriately. She is delighted that the operation went well and offers you a cake and VIP tickets to a musical concert. Which of the following is the most appropriate response?,C,C,True,8029.5,"C) ""Thank you, but I cannot accept the tickets you offered. Accepting such a generous gift is against our policy. However, I will gladly accept your cake and distribute it among the staff."""
"A previously healthy 6-week-old infant is brought to the emergency department because of fever, fatigue, and dry cough for one day. She has been feeding poorly and had difficulty latching on to breastfeed since yesterday. She has had nasal congestion. The mother reports that her daughter has not been going through as many diapers as usual. She was born by uncomplicated vaginal delivery at 42 weeks' gestation. Her mother is a cystic fibrosis carrier. The patient has been treated with acetaminophen for the last 24 hours, and vitamin D drops since birth. She appears irritable, pale, and lethargic. She is at the 25th percentile for both length and weight; she had the same percentiles at birth. Her temperature is 38.2°C (100.7°F) and respirations are 64/min. Pulse oximetry on room air shows an oxygen saturation of 92%. Examination shows an ill-appearing infant with a cough and nasal flaring. Mucous membranes are dry. Chest examination shows intercostal and supraclavicular retractions. Expiratory wheezes are heard on auscultation. Which of the following is the most likely causal organism?",B,B,True,4528.0,B) Respiratory syncytial virus
"A 55-year-old woman comes to the physician because of involuntary rhythmic shaking of both hands for several months. More recently, she also noticed involuntary head nodding movements. The shaking seems to improve after having one or two glasses of wine. Her father had similar symptoms starting at the age of 60. Neurologic examination shows a symmetric hand tremor that worsens with voluntary movement of the respective extremity. The most appropriate pharmacotherapy for this patient's symptoms is also recommended for the treatment of which of the following conditions?",D,B,False,2644.1,B) Restless legs syndrome
"A 50-year-old woman comes to the physician because of multiple, ulcerative skin lesions that occur over various parts of her body. She reports that these rashes first appeared 6 months ago. They occur episodically and usually start as reddish spots, which then expand in size and ulcerate over the next ten days. They resolve spontaneously and reappear at another location a few days later. Over the past 6 months, has had multiple episodes of diarrhea. She has lost 8 kg weight over this period and feels tired constantly. She has not had fever. She was treated for deep venous thrombosis 3 years ago, and took medication for it for 6 months after the episode. Her vital signs are within normal limits. She appears pale and has multiple, tender, ulcerative skin lesions on her legs and buttocks. Her hemoglobin is 9.6 mg/dL, mean corpuscular volume is 82 μm3, and fingerstick blood glucose concentration is 154 mg/dL. Her serum glucagon is elevated. Abdominal ultrasonography reveals a 5.6 cm, well-demarcated, hypoechoic mass in the pancreatic body and multiple, small masses in the liver of variable echogenicity. Which of the following is the most appropriate next step in management of this patient?",C,B,False,4542.1,B) Endoscopic ultrasonography
"A 58-year-old woman comes to the physician because of an itchy rash on her leg 3 days after she returned from a camping trip with her grandchildren. Examination shows a linear, erythematous, maculopapular rash on the left lower extremity. Treatment with a drug is begun that is also effective for motion sickness. One hour later, she reports dry mouth. This adverse effect is most likely mediated through which of the following?",B,A,False,3609.0,A) Antagonism at serotonin receptors
A physician is describing a case to his residents where a kidney transplant was rapidly rejected by the recipient minutes after graft perfusion. The physician most likely describes all of the following manifestations EXCEPT?,C,A,False,2424.7,A) Graft cyanosis
"A 67-year-old woman comes to the emergency department because of a 4-month history of fatigue, shortness of breath with exertion, and dizziness. She has a history of atrial fibrillation and had a single-chamber pacemaker placed five years ago after an episode of syncope. Her pulse is 66/min and blood pressure is 98/66 mm Hg. An x-ray of the chest is shown. The x-ray confirms termination of the pacemaker lead in which of the following structures?",C,D,False,2512.2,D) Right atrium
A 12-year-old boy presents to the emergency department with a recent history of easy bleeding. He experienced multiple episodes of epistaxis and bleeding gums over the past two days. He also had flu-like symptoms a week ago which resolved over the past few days. His past medical history is notable for well-controlled asthma. His temperature is 98.9°F (37°C). Physical examination is notable for a petechial rash. No splenomegaly is noted. A coagulation panel reveals an elevation in bleeding time with normal PT and PTT. The blood component that is most likely deficient in this patient contains granules of which of the following?,A,A,True,2885.6,A) von Willebrand factor
A 45-year-old woman comes to the physician because of a 6-month history of worsening involuntary movement of the left hand. Her symptoms are worse when she feels stressed at work. She has no history of serious illness and takes no medications. Neurological examination shows difficulty initiating movement and a tremor in the left hand at rest. The tremor decreases when the patient is asked to draw a circle. Which of the following is the most appropriate pharmacotherapy?,D,B,False,2916.6,B) Trihexyphenidyl
"A 49-year-old man is referred to a cardiologist by his primary care provider (PCP) for a new heart murmur. He otherwise feels well and has no complaints. He had not seen a doctor in the last 15 years but finally went to his PCP for a check-up at the urging of his girlfriend. His past medical history is notable for gastroesophageal reflux disease, hypertension, and hepatitis B. He takes omeprazole and lisinopril. He has a prior history of intravenous drug abuse and a 50-pack-year smoking history. He has had many prior sexual partners and uses protection intermittently. He reports that he may have had a sore on his penis many years ago, but it went away without treatment. His temperature is 99°F (37.2°C), blood pressure is 141/91 mmHg, pulse is 89/min, and respirations are 18/min. On exam, S1 is normal and S2 has a tambour-like quality. There is a visible and palpable pulsation in the suprasternal notch and a diastolic decrescendo murmur over the right upper sternal border. A chest radiograph demonstrates calcification of the aortic root. Which of the following is the most likely cause of this patient's condition?",D,A,False,4866.9,A) Neoplastic growth in the cardiac atria
"A 29-year-old woman comes to the physician because of intermittent episodes of sharp chest pain and palpitations. She appears nervous. Her pulse is 115/min and irregularly irregular, and blood pressure is 139/86 mmHg. Examination shows a fine tremor on both hands and digital swelling; the extremities are warm. There is retraction of the right upper eyelid. Which of the following is the most appropriate next step in the management of this patient?",D,D,True,2871.4,D) Propranolol
"A 51-year-old woman presents to your office with 2 weeks of fatigue and generalized weakness. She has a past medical history of diabetes, hypertension, and hyperlipidemia. She was recently diagnosed with rheumatoid arthritis and started on disease-modifying therapy. She states she has felt less able to do things she enjoys and feels guilty she can't play sports with her children. Review of systems is notable for the patient occasionally seeing a small amount of bright red blood on the toilet paper. Laboratory studies are ordered as seen below.

Hemoglobin: 12 g/dL
Hematocrit: 36%
Leukocyte count: 7,700/mm^3 with normal differential
Platelet count: 207,000/mm^3
MCV: 110 fL

Which of the following is the most likely etiology of this patient's fatigue?",C,B,False,2970.2,B) Iron deficiency
"A 66-year-old man is brought to the emergency department 1 hour after the abrupt onset of painless loss of vision in his left eye. Over the last several years, he has noticed increased blurring of vision; he says the blurring has made it difficult to read, but he can read better if he holds the book below or above eye level. He has smoked 1 pack of cigarettes daily for 40 years. Fundoscopic examination shows subretinal fluid and small hemorrhage with grayish-green discoloration in the macular area in the left eye, and multiple drusen in the right eye with retinal pigment epithelial changes. Which of the following is the most appropriate pharmacotherapy for this patient's eye condition?",D,D,True,3178.9,D) Ranibizumab
"A 5-year-old boy is brought to his neurologist for continued treatment of muscle spasms. His past medical history is significant for a brain abnormality that was detected neonatally when it presented with an enlarged posterior fossa as well as a malformed cerebellar vermis. Since birth, he has had developmental delay, high muscle tone, difficulty with coordination, and speech delay. He has been treated with a number of therapies to relax his muscle tone such as baclofen. Which of the following conditions is associated with this patient's most likely condition?",A,C,False,2713.9,C) Syringomyelia
"A 33-year-old woman comes to the clinic for a follow-up visit after recently starting high dose corticosteroids for a newly diagnosed autoimmune condition. She was first evaluated a month ago due to fatigue, muscle weakness, and a scaly rash on both hands. On examination, muscle strength was rated 2 out of 5 in the upper extremities. Creatine kinase-MB was elevated, and anti-Jo-1 antibodies were observed. A muscle biopsy later showed perimysial inflammation and treatment was initiated. Today, the patient says that her symptoms have not improved despite treatment with corticosteroids. It is agreed upon to initiate methotrexate with the hopes of achieving better symptom control. Which of the following is most often associated with this patient’s condition?",A,C,False,2900.9,C) Uveitis
"An investigator performs a twin study to evaluate the effects of a novel drug that decreases serum glucose by inhibiting a transporter on the basolateral membrane of proximal convoluted tubule cells. The results of the study are shown.
Test Control
Serum glucose (mg/dL) 82.4 99
Dipstick urine glucose negative negative
Urine anion gap positive negative
The drug most likely inhibits transport of which of the following substrates?""",A,A,True,2504.3,A) Glutamine
"A 56-year-old woman comes to the emergency department because of worsening pain and swelling in her right knee for 3 days. She underwent a total knee arthroplasty of her right knee joint 5 months ago. The procedure and immediate aftermath were uneventful. She has hypertension and osteoarthritis. Current medications include glucosamine, amlodipine, and meloxicam. Her temperature is 37.9°C (100.2°F), pulse is 95/min, and blood pressure is 115/70 mm Hg. Examination shows a tender, swollen right knee joint; range of motion is limited by pain. The remainder of the examination shows no abnormalities. Arthrocentesis of the right knee is performed. Analysis of the synovial fluid shows:
Appearance Cloudy
Viscosity Absent
WBC count 78,000/mm3
Segmented neutrophils 94%
Lymphocytes 6%
Synovial fluid is sent for culture and antibiotic sensitivity. Which of the following is the most likely causal pathogen?""",B,C,False,4266.9,C) Staphylococcus aureus
"A 73-year-old man is admitted to the hospital for jaundice and weight loss. He is an immigrant from the Dominican Republic and speaks little English. A CT scan is performed showing a large mass at the head of the pancreas. When you enter the room to discuss these results with the patient, his daughter and son ask to speak with you outside of the patient's room. They express their desire to keep these results from their father, who is ""happy"" and would prefer not to know his poor prognosis. What is the appropriate response in this situation?",A,C,False,4858.2,C) Respect the children's wishes to hold prognosis information from their father
"A 33-year-old woman presents to the urgent care center with 4 days of abdominal pain and increasingly frequent bloody diarrhea. She states that she is currently having 6 episodes of moderate volume diarrhea per day with streaks of blood mixed in. Her vital signs include: blood pressure 121/81 mm Hg, heart rate 77/min, and respiratory rate 15/min. Physical examination is largely negative. Given the following options, which is the most likely pathogen responsible for her presentation?",B,C,False,2548.9,C) Salmonella
"A 2-day-old newborn boy is brought to the emergency department because of apnea, cyanosis, and seizures. He is severely hypoglycemic and does not improve with glucagon administration. His blood pressure is 100/62 mm Hg and heart rate is 75/min. Blood tests show high lactate levels. Physical examination is notable for hepatomegaly. Which of the following enzymes is most likely to be deficient in this baby?",A,B,False,3079.1,B) Glucocerebrosidase
"A 62-year-old woman referred to the cardiology clinic for the evaluation of fatigue and dyspnea for 4 months. She also has loose stools (2–4 per day), palpitations, and non-pitting edema up to her mid-calf. On examination, vital signs are unremarkable, but she appears to be flushed with mild bilateral wheezes can be heard on chest auscultation. Cardiovascular examination reveals a grade 2/6 holosystolic murmur at the left mid-sternal area, which is louder during inspiration. Basic laboratory investigations are unremarkable. Echocardiography reveals moderate to severe right ventricular dilatation with severe right ventricular systolic dysfunction. A CT of the chest and abdomen reveals a solid, non-obstructing 2 cm mass in the small intestine and a solid 1.5 cm mass in the liver. What is the most likely cause of her symptoms?",B,B,True,3224.4,B) Carcinoid tumor
"A 7-year-old boy is brought to the emergency department because of sudden-onset abdominal pain that began 1 hour ago. Three days ago, he was diagnosed with a urinary tract infection and was treated with nitrofurantoin. There is no personal history of serious illness. His parents emigrated from Kenya before he was born. Examination shows diffuse abdominal tenderness, mild splenomegaly, and scleral icterus. Laboratory studies show:
Hemoglobin 9.8 g/dL
Mean corpuscular volume 88 μm3
Reticulocyte count 3.1%
Serum
Bilirubin
Total 3.8 mg/dL
Direct 0.6 mg/dL
Haptoglobin 16 mg/dL (N=41–165 mg/dL)
Lactate dehydrogenase 179 U/L
Which of the following is the most likely underlying cause of this patient's symptoms?""",A,A,True,4274.6,A) Enzyme deficiency in red blood cells
"A 35-year-old woman is brought to the emergency department 45 minutes after being rescued from a house fire. On arrival, she appears confused and has shortness of breath. The patient is 165 cm (5 ft 5 in) tall and weighs 55 kg (121 lb); BMI is 20 kg/m2. Her pulse is 125/min, respirations are 29/min, and blood pressure is 105/65 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Examination shows second and third-degree burns over the anterior surfaces of the chest and abdomen, and the anterior surface of the upper extremities. There is black debris in the mouth and nose. There are coarse breath sounds over the lung bases. Cardiac examination shows no murmurs, rubs, or gallop. Femoral and pedal pulses are palpable bilaterally. Which of the following is the most appropriate fluid regimen for this patient according to the Parkland formula?",A,A,True,6304.2,A) Administer 6 liters of intravenous crystalloids over the next 24 hours
"A 72-year-old man presents to the emergency department with a 1 hour history of bruising and bleeding. He says that he fell and scraped his knee on the ground. Since then, he has been unable to stop the bleeding and has developed extensive bruising around the area. He has a history of gastroesophageal reflux disease, hypertension, and atrial fibrillation for which he is taking an oral medication. He says that he recently started taking omeprazole for reflux. Which of the following processes is most likely inhibited in this patient?",D,C,False,2912.0,C) Glucuronidation
"A 35-year-old woman presents to a physician’s office for a follow-up visit. She recently underwent a complete physical examination with routine laboratory tests. She also had a Pap smear and testing for sexually transmitted diseases. Since her divorce 2 years ago, she had sexual encounters with random men at bars or social events and frequently did not use any form of contraception during sexual intercourse. She was shown to be positive for the human immunodeficiency virus (HIV). Combination anti-retroviral treatment is initiated including zidovudine, didanosine, and efavirenz. One week later, she is rushed to the hospital where she is diagnosed with acute pancreatitis. Which of the following precautions will be required after pancreatitis resolves with treatment?",D,A,False,4099.8,A) Add ritonavir to the HIV treatment regimen
An investigator is conducting a study on hematological factors that affect the affinity of hemoglobin for oxygen. An illustration of two graphs (A and B) that represent the affinity of hemoglobin for oxygen is shown. Which of the following best explains a shift from A to B?,C,A,False,4387.6,"A) Decreased serum 2,3-bisphosphoglycerate concentration"
An 8-year-old boy is brought to the physician because of a 1-day history of severe left hand pain. He has had similar painful episodes in the past that required hospitalization. Physical examination shows pale conjunctivae. There is tenderness on palpation of the wrist and the small joints of the left hand. Peripheral blood smear shows crescent-shaped erythrocytes. He is started on a pharmacologic agent that is known to cause macrocytosis. This drug causes an arrest in which of the following cell cycle phases?,B,B,True,2374.2,B) S phase
"A 40-year-old Indian female is hospitalized with exertional dyspnea and lower extremity edema. The patient immigrated to the United States at age 15 and does not use tobacco, alcohol, or drugs. A mid-diastolic murmur is present and heard best at the apex. Which of the following symptoms would be most consistent with the rest of the patient’s presentation?",A,B,False,2582.7,B) Pulsus parodoxus
"A 63-year-old woman comes to the physician because of worsening shortness of breath, cough, and a 4-kg (8.8-lb) weight loss over the last year. She has no history of serious illness and takes no medications. She has smoked one pack of cigarettes daily for 35 years. Her temperature is 37°C (98.6°F), pulse is 92/min, respirations are 20/min, blood pressure is 124/78 mm Hg, and pulse oximetry on room air shows an oxygen saturation of 93%. Physical examination shows decreased breath sounds. A flow-volume loop obtained via pulmonary function testing is shown. Which of the following is the most likely cause of this patient's respiratory symptoms?",A,A,True,3819.3,A) Chronic obstructive pulmonary disease
"A 24-year-old woman presents with episodic shortness of breath, chest tightness, and wheezing. She has noticed an increased frequency of such episodes in the spring season. She also has a history of urticaria. She has smoked a half pack of cigarettes per day over the last 5 years. Her mother also has similar symptoms. The physical exam is within normal limits. Which of the following findings is characteristic of her condition? ",C,B,False,3461.0,B) Chest X-ray showing hyperinflation
"A 61-year-old woman presents to her physician with foot tingling, numbness, and pain. She describes her pain as constant and burning and gives it 5 out of 10 on the visual analog pain scale. She also recalls several falls due to the numbness in her feet. She was diagnosed with diabetes mellitus and diabetic retinopathy 5 years ago. Since then, she takes metformin 1000 mg twice daily and had no follow-up visits to adjust her therapy. Her weight is 110 kg (242.5 lb), and her height is 176 cm (5 ft. 7 in). The vital signs are as follows: blood pressure is 150/90 mm Hg, heart rate is 72/min, respiratory rate is 12/min, and the temperature is 36.6°C (97.9°F). The patient has increased adiposity in the abdominal region with stretch marks. The respiratory examination is within normal limits. The cardiovascular exam is significant for a bilateral carotid bruit. The neurological examination shows bilateral decreased ankle reflex, symmetrically decreased touch sensation and absent vibration sensation in both feet up to the ankle. The gait is mildly ataxic. The Romberg test is positive with a tendency to fall to both sides, and significant worsening on eye closure. Which of the following medications should be used to manage the patient’s pain?",D,B,False,4004.6,B) Tramadol
